"YEAR","START_DATE","END_DATE","JURISDICTION","LOCATION","AGE_GROUP","METRIC","DETECTION_METHOD","FINES","ARRESTS","CHARGES"
2024,"2024-06-01","2024-06-30","vic","major cities of australia","40-64","speed_fines","fixed camera",14691,0,0
2024,"2024-06-01","2024-06-30","vic","major cities of australia","40-64","speed_fines","mobile camera",10211,0,0
2024,"2024-06-01","2024-06-30","vic","major cities of australia","65 and over","mobile_phone_use","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","major cities of australia","65 and over","mobile_phone_use","mobile camera",206,0,0
2024,"2024-06-01","2024-06-30","vic","major cities of australia","65 and over","non_wearing_seatbelts","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","major cities of australia","65 and over","non_wearing_seatbelts","mobile camera",404,0,0
2024,"2024-06-01","2024-06-30","vic","major cities of australia","65 and over","speed_fines","fixed camera",4254,0,0
2024,"2024-06-01","2024-06-30","vic","major cities of australia","65 and over","speed_fines","mobile camera",2944,0,0
2024,"2024-06-01","2024-06-30","vic","major cities of australia","unknown","mobile_phone_use","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","major cities of australia","unknown","mobile_phone_use","mobile camera",755,0,0
2024,"2024-06-01","2024-06-30","vic","major cities of australia","unknown","non_wearing_seatbelts","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","major cities of australia","unknown","non_wearing_seatbelts","mobile camera",1045,0,0
2024,"2024-06-01","2024-06-30","vic","major cities of australia","unknown","speed_fines","fixed camera",807,0,0
2024,"2024-06-01","2024-06-30","vic","major cities of australia","unknown","speed_fines","mobile camera",463,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","0-16","mobile_phone_use","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","0-16","mobile_phone_use","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","0-16","non_wearing_seatbelts","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","0-16","non_wearing_seatbelts","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","0-16","speed_fines","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","0-16","speed_fines","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","17-25","mobile_phone_use","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","17-25","mobile_phone_use","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","17-25","non_wearing_seatbelts","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","17-25","non_wearing_seatbelts","mobile camera",16,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","17-25","speed_fines","fixed camera",4,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","17-25","speed_fines","mobile camera",101,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","26-39","mobile_phone_use","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","26-39","mobile_phone_use","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","26-39","non_wearing_seatbelts","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","26-39","non_wearing_seatbelts","mobile camera",81,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","26-39","speed_fines","fixed camera",6,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","26-39","speed_fines","mobile camera",259,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","40-64","mobile_phone_use","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","40-64","mobile_phone_use","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","40-64","non_wearing_seatbelts","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","40-64","non_wearing_seatbelts","mobile camera",74,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","40-64","speed_fines","fixed camera",19,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","40-64","speed_fines","mobile camera",417,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","65 and over","mobile_phone_use","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","65 and over","mobile_phone_use","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","65 and over","non_wearing_seatbelts","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","65 and over","non_wearing_seatbelts","mobile camera",41,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","65 and over","speed_fines","fixed camera",6,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","65 and over","speed_fines","mobile camera",224,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","unknown","mobile_phone_use","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","unknown","mobile_phone_use","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","unknown","non_wearing_seatbelts","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","unknown","non_wearing_seatbelts","mobile camera",82,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","unknown","speed_fines","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","outer regional australia","unknown","speed_fines","mobile camera",38,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","0-16","mobile_phone_use","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","0-16","mobile_phone_use","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","0-16","non_wearing_seatbelts","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","0-16","non_wearing_seatbelts","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","0-16","speed_fines","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","0-16","speed_fines","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","17-25","mobile_phone_use","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","17-25","mobile_phone_use","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","17-25","non_wearing_seatbelts","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","17-25","non_wearing_seatbelts","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","17-25","speed_fines","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","17-25","speed_fines","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","26-39","mobile_phone_use","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","26-39","mobile_phone_use","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","26-39","non_wearing_seatbelts","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","26-39","non_wearing_seatbelts","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","26-39","speed_fines","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","26-39","speed_fines","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","40-64","mobile_phone_use","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","40-64","mobile_phone_use","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","40-64","non_wearing_seatbelts","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","40-64","non_wearing_seatbelts","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","40-64","speed_fines","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","40-64","speed_fines","mobile camera",1,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","65 and over","mobile_phone_use","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","65 and over","mobile_phone_use","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","65 and over","non_wearing_seatbelts","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","65 and over","non_wearing_seatbelts","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","65 and over","speed_fines","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","65 and over","speed_fines","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","unknown","mobile_phone_use","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","unknown","mobile_phone_use","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","unknown","non_wearing_seatbelts","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","unknown","non_wearing_seatbelts","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","unknown","speed_fines","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","remote australia","unknown","speed_fines","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","0-16","mobile_phone_use","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","0-16","mobile_phone_use","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","0-16","mobile_phone_use","police issued",1,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","0-16","non_wearing_seatbelts","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","0-16","non_wearing_seatbelts","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","0-16","non_wearing_seatbelts","police issued",1,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","0-16","speed_fines","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","0-16","speed_fines","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","0-16","unlicensed_driving","not applicable",9,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","17-25","mobile_phone_use","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","17-25","mobile_phone_use","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","17-25","mobile_phone_use","police issued",186,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","17-25","non_wearing_seatbelts","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","17-25","non_wearing_seatbelts","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","17-25","non_wearing_seatbelts","police issued",76,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","17-25","speed_fines","fixed camera",404,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","17-25","speed_fines","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","17-25","speed_fines","police issued",2115,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","17-25","unlicensed_driving","not applicable",166,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","26-39","mobile_phone_use","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","26-39","mobile_phone_use","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","26-39","mobile_phone_use","police issued",518,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","26-39","non_wearing_seatbelts","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","26-39","non_wearing_seatbelts","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","26-39","non_wearing_seatbelts","police issued",154,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","26-39","speed_fines","fixed camera",977,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","26-39","speed_fines","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","26-39","speed_fines","police issued",4072,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","26-39","unlicensed_driving","not applicable",349,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","40-64","mobile_phone_use","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","40-64","mobile_phone_use","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","40-64","mobile_phone_use","police issued",435,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","40-64","non_wearing_seatbelts","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","40-64","non_wearing_seatbelts","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","40-64","non_wearing_seatbelts","police issued",147,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","40-64","speed_fines","fixed camera",1297,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","40-64","speed_fines","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","40-64","speed_fines","police issued",5043,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","40-64","unlicensed_driving","not applicable",217,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","65 and over","mobile_phone_use","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","65 and over","mobile_phone_use","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","65 and over","mobile_phone_use","police issued",44,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","65 and over","non_wearing_seatbelts","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","65 and over","non_wearing_seatbelts","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","65 and over","non_wearing_seatbelts","police issued",39,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","65 and over","speed_fines","fixed camera",293,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","65 and over","speed_fines","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","65 and over","speed_fines","police issued",1197,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","65 and over","unlicensed_driving","not applicable",21,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","unknown","mobile_phone_use","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","unknown","mobile_phone_use","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","unknown","non_wearing_seatbelts","fixed camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","unknown","non_wearing_seatbelts","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","unknown","speed_fines","fixed camera",101,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","unknown","speed_fines","mobile camera",0,0,0
2024,"2024-06-01","2024-06-30","vic","unknown","unknown","speed_fines","police issued",6,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","0-16","mobile_phone_use","unknown",0,0,1
2024,"2024-06-01","2024-06-30","wa","unknown","0-16","speed_fines","average speed camera",9,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","0-16","speed_fines","fixed camera",18,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","0-16","speed_fines","mobile camera",138,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","0-16","speed_fines","police issued",1,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","0-16","speed_fines","red light camera",38,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","0-16","speed_fines","unknown",0,0,3
2024,"2024-06-01","2024-06-30","wa","unknown","0-16","unlicensed_driving","not applicable",0,10,40
2024,"2024-06-01","2024-06-30","wa","unknown","17-25","mobile_phone_use","police issued",64,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","17-25","mobile_phone_use","unknown",0,0,5
2024,"2024-06-01","2024-06-30","wa","unknown","17-25","non_wearing_seatbelts","police issued",40,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","17-25","non_wearing_seatbelts","unknown",0,0,12
2024,"2024-06-01","2024-06-30","wa","unknown","17-25","speed_fines","average speed camera",155,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","17-25","speed_fines","fixed camera",596,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","17-25","speed_fines","mobile camera",4251,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","17-25","speed_fines","police issued",998,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","17-25","speed_fines","red light camera",683,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","17-25","speed_fines","unknown",0,0,20
2024,"2024-06-01","2024-06-30","wa","unknown","17-25","unlicensed_driving","not applicable",32,36,334
2024,"2024-06-01","2024-06-30","wa","unknown","26-39","mobile_phone_use","police issued",134,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","26-39","mobile_phone_use","unknown",0,0,6
2024,"2024-06-01","2024-06-30","wa","unknown","26-39","non_wearing_seatbelts","police issued",65,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","26-39","non_wearing_seatbelts","unknown",0,0,8
2024,"2024-06-01","2024-06-30","wa","unknown","26-39","speed_fines","average speed camera",358,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","26-39","speed_fines","fixed camera",1754,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","26-39","speed_fines","mobile camera",10044,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","26-39","speed_fines","police issued",1764,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","26-39","speed_fines","red light camera",2104,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","26-39","speed_fines","unknown",0,1,43
2024,"2024-06-01","2024-06-30","wa","unknown","26-39","unlicensed_driving","not applicable",91,98,645
2024,"2024-06-01","2024-06-30","wa","unknown","40-64","mobile_phone_use","police issued",76,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","40-64","mobile_phone_use","unknown",0,0,6
2024,"2024-06-01","2024-06-30","wa","unknown","40-64","non_wearing_seatbelts","police issued",52,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","40-64","non_wearing_seatbelts","unknown",0,0,2
2024,"2024-06-01","2024-06-30","wa","unknown","40-64","speed_fines","average speed camera",485,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","40-64","speed_fines","fixed camera",2622,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","40-64","speed_fines","mobile camera",14494,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","40-64","speed_fines","police issued",2204,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","40-64","speed_fines","red light camera",4622,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","40-64","speed_fines","unknown",0,0,46
2024,"2024-06-01","2024-06-30","wa","unknown","40-64","unlicensed_driving","not applicable",59,20,358
2024,"2024-06-01","2024-06-30","wa","unknown","65 and over","mobile_phone_use","police issued",15,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","65 and over","non_wearing_seatbelts","police issued",11,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","65 and over","speed_fines","average speed camera",66,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","65 and over","speed_fines","fixed camera",676,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","65 and over","speed_fines","mobile camera",3310,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","65 and over","speed_fines","police issued",460,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","65 and over","speed_fines","red light camera",1408,0,0
2024,"2024-06-01","2024-06-30","wa","unknown","65 and over","speed_fines","unknown",0,0,4
2024,"2024-06-01","2024-06-30","wa","unknown","65 and over","unlicensed_driving","not applicable",1,0,14
2024,"2024-07-01","2024-07-31","act","major cities of australia","0-16","speed_fines","fixed camera",2,0,0
2024,"2024-07-01","2024-07-31","act","major cities of australia","0-16","speed_fines","police issued",3,0,0
2024,"2024-07-01","2024-07-31","act","major cities of australia","17-25","mobile_phone_use","fixed or mobile camera",309,0,0
2024,"2024-07-01","2024-07-31","act","major cities of australia","17-25","mobile_phone_use","police issued",6,0,0
2024,"2024-07-01","2024-07-31","act","major cities of australia","17-25","non_wearing_seatbelts","police issued",0,0,1
2024,"2024-07-01","2024-07-31","act","major cities of australia","17-25","speed_fines","fixed camera",426,0,0
2024,"2024-07-01","2024-07-31","act","major cities of australia","17-25","speed_fines","mobile camera",188,0,0
2024,"2024-07-01","2024-07-31","act","major cities of australia","17-25","speed_fines","police issued",52,0,3
2024,"2024-07-01","2024-07-31","act","major cities of australia","17-25","unlicensed_driving","not applicable",4,2,5
2024,"2024-07-01","2024-07-31","act","major cities of australia","26-39","mobile_phone_use","fixed or mobile camera",1082,0,0
2024,"2024-07-01","2024-07-31","act","major cities of australia","26-39","mobile_phone_use","police issued",4,1,1
2024,"2024-07-01","2024-07-31","act","major cities of australia","26-39","non_wearing_seatbelts","police issued",3,0,0
2024,"2024-07-01","2024-07-31","act","major cities of australia","26-39","speed_fines","fixed camera",918,0,0
2024,"2024-07-01","2024-07-31","act","major cities of australia","26-39","speed_fines","mobile camera",410,0,0
2024,"2024-07-01","2024-07-31","act","major cities of australia","26-39","speed_fines","police issued",60,0,2
2024,"2024-07-01","2024-07-31","act","major cities of australia","26-39","unlicensed_driving","not applicable",16,7,32
2024,"2024-07-01","2024-07-31","act","major cities of australia","40-64","mobile_phone_use","fixed or mobile camera",922,0,0
2024,"2024-07-01","2024-07-31","act","major cities of australia","40-64","mobile_phone_use","police issued",6,0,1
2024,"2024-07-01","2024-07-31","act","major cities of australia","40-64","speed_fines","fixed camera",1340,0,0
2024,"2024-07-01","2024-07-31","act","major cities of australia","40-64","speed_fines","mobile camera",573,0,0
2024,"2024-07-01","2024-07-31","act","major cities of australia","40-64","speed_fines","police issued",54,0,0
2024,"2024-07-01","2024-07-31","act","major cities of australia","40-64","unlicensed_driving","not applicable",7,2,9
2024,"2024-07-01","2024-07-31","act","major cities of australia","65 and over","mobile_phone_use","fixed or mobile camera",134,0,0
2024,"2024-07-01","2024-07-31","act","major cities of australia","65 and over","speed_fines","fixed camera",327,0,0
2024,"2024-07-01","2024-07-31","act","major cities of australia","65 and over","speed_fines","mobile camera",206,0,0
2024,"2024-07-01","2024-07-31","act","major cities of australia","65 and over","speed_fines","police issued",3,0,0
2024,"2024-07-01","2024-07-31","act","major cities of australia","unknown","mobile_phone_use","fixed or mobile camera",59,0,0
2024,"2024-07-01","2024-07-31","act","major cities of australia","unknown","speed_fines","fixed camera",58,0,0
2024,"2024-07-01","2024-07-31","act","major cities of australia","unknown","speed_fines","mobile camera",39,0,0
2024,"2024-07-01","2024-07-31","nsw","inner regional australia","0-16","mobile_phone_use","police issued",0,0,1
2024,"2024-07-01","2024-07-31","nsw","inner regional australia","0-16","speed_fines","police issued",8,0,2
2024,"2024-07-01","2024-07-31","nsw","inner regional australia","0-16","unlicensed_driving","not applicable",1,0,8
2024,"2024-07-01","2024-07-31","nsw","inner regional australia","17-25","mobile_phone_use","police issued",40,0,1
2024,"2024-07-01","2024-07-31","nsw","inner regional australia","17-25","non_wearing_seatbelts","police issued",51,0,2
2024,"2024-07-01","2024-07-31","nsw","inner regional australia","17-25","speed_fines","police issued",1266,0,19
2024,"2024-07-01","2024-07-31","nsw","inner regional australia","17-25","unlicensed_driving","not applicable",38,0,142
2024,"2024-07-01","2024-07-31","nsw","inner regional australia","26-39","mobile_phone_use","police issued",47,0,1
2024,"2024-07-01","2024-07-31","nsw","inner regional australia","26-39","non_wearing_seatbelts","police issued",64,0,1
2024,"2024-07-01","2024-07-31","nsw","inner regional australia","26-39","speed_fines","police issued",1895,0,10
2024,"2024-07-01","2024-07-31","nsw","inner regional australia","26-39","unlicensed_driving","not applicable",64,0,244
2024,"2024-07-01","2024-07-31","nsw","inner regional australia","40-64","mobile_phone_use","police issued",16,0,0
2024,"2024-07-01","2024-07-31","nsw","inner regional australia","40-64","non_wearing_seatbelts","police issued",31,0,0
2024,"2024-07-01","2024-07-31","nsw","inner regional australia","40-64","speed_fines","police issued",2225,0,7
2024,"2024-07-01","2024-07-31","nsw","inner regional australia","40-64","unlicensed_driving","not applicable",50,0,162
2024,"2024-07-01","2024-07-31","nsw","inner regional australia","65 and over","mobile_phone_use","police issued",2,0,0
2024,"2024-07-01","2024-07-31","nsw","inner regional australia","65 and over","non_wearing_seatbelts","police issued",9,0,0
2024,"2024-07-01","2024-07-31","nsw","inner regional australia","65 and over","speed_fines","police issued",440,0,0
2024,"2024-07-01","2024-07-31","nsw","inner regional australia","65 and over","unlicensed_driving","not applicable",3,0,11
2024,"2024-07-01","2024-07-31","nsw","major cities of australia","0-16","mobile_phone_use","police issued",0,0,3
2024,"2024-07-01","2024-07-31","nsw","major cities of australia","0-16","non_wearing_seatbelts","police issued",1,0,0
2024,"2024-07-01","2024-07-31","nsw","major cities of australia","0-16","speed_fines","police issued",8,0,0
2024,"2024-07-01","2024-07-31","nsw","major cities of australia","0-16","unlicensed_driving","not applicable",2,0,24
2024,"2024-07-01","2024-07-31","nsw","major cities of australia","17-25","mobile_phone_use","police issued",324,0,3
2024,"2024-07-01","2024-07-31","nsw","major cities of australia","17-25","non_wearing_seatbelts","police issued",64,0,4
2024,"2024-07-01","2024-07-31","nsw","major cities of australia","17-25","speed_fines","police issued",1695,0,56
2024,"2024-07-01","2024-07-31","nsw","major cities of australia","17-25","unlicensed_driving","not applicable",166,0,511
2024,"2024-07-01","2024-07-31","nsw","major cities of australia","26-39","mobile_phone_use","police issued",322,0,3
2024,"2024-07-01","2024-07-31","nsw","major cities of australia","26-39","non_wearing_seatbelts","police issued",89,0,5
2024,"2024-07-01","2024-07-31","nsw","major cities of australia","26-39","speed_fines","police issued",1957,0,35
2024,"2024-07-01","2024-07-31","nsw","major cities of australia","26-39","unlicensed_driving","not applicable",189,0,656
2024,"2024-07-01","2024-07-31","nsw","major cities of australia","40-64","mobile_phone_use","police issued",258,0,5
2024,"2024-07-01","2024-07-31","nsw","major cities of australia","40-64","non_wearing_seatbelts","police issued",54,0,1
2024,"2024-07-01","2024-07-31","nsw","major cities of australia","40-64","speed_fines","police issued",1731,0,17
2024,"2024-07-01","2024-07-31","nsw","major cities of australia","40-64","unlicensed_driving","not applicable",100,0,418
2024,"2024-07-01","2024-07-31","nsw","major cities of australia","65 and over","mobile_phone_use","police issued",25,0,0
2024,"2024-07-01","2024-07-31","nsw","major cities of australia","65 and over","non_wearing_seatbelts","police issued",15,0,0
2024,"2024-07-01","2024-07-31","nsw","major cities of australia","65 and over","speed_fines","police issued",243,0,0
2024,"2024-07-01","2024-07-31","nsw","major cities of australia","65 and over","unlicensed_driving","not applicable",11,0,22
2024,"2024-07-01","2024-07-31","nsw","outer regional australia","0-16","speed_fines","police issued",1,0,0
2024,"2024-07-01","2024-07-31","nsw","outer regional australia","0-16","unlicensed_driving","not applicable",1,0,2
2024,"2024-07-01","2024-07-31","nsw","outer regional australia","17-25","mobile_phone_use","police issued",6,0,2
2024,"2024-07-01","2024-07-31","nsw","outer regional australia","17-25","non_wearing_seatbelts","police issued",12,0,0
2024,"2024-07-01","2024-07-31","nsw","outer regional australia","17-25","speed_fines","police issued",317,0,1
2024,"2024-07-01","2024-07-31","nsw","outer regional australia","17-25","unlicensed_driving","not applicable",7,0,28
2024,"2024-07-01","2024-07-31","nsw","outer regional australia","26-39","mobile_phone_use","police issued",6,0,0
2024,"2024-07-01","2024-07-31","nsw","outer regional australia","26-39","non_wearing_seatbelts","police issued",14,0,0
2024,"2024-07-01","2024-07-31","nsw","outer regional australia","26-39","speed_fines","police issued",516,0,0
2024,"2024-07-01","2024-07-31","nsw","outer regional australia","26-39","unlicensed_driving","not applicable",25,0,68
2024,"2024-07-01","2024-07-31","nsw","outer regional australia","40-64","mobile_phone_use","police issued",7,0,0
2024,"2024-07-01","2024-07-31","nsw","outer regional australia","40-64","non_wearing_seatbelts","police issued",9,0,1
2024,"2024-07-01","2024-07-31","nsw","outer regional australia","40-64","speed_fines","police issued",603,0,1
2024,"2024-07-01","2024-07-31","nsw","outer regional australia","40-64","unlicensed_driving","not applicable",16,0,29
